Category,id,Item.Title,Item.Price,Item.Total.Price,Item.Service.Fee,Item.Currency,Item.Brand,Item.Size,Item.Status,Item.URL,Item.Photo.URL,Item.Favorites,Seller.ID,Seller.Username,Seller.URL,Seller.Photo,Is.Business.Seller,Is.Promoted,Created.Date,Timestamp
Tanktop,7701820213.0,Light grey ribbed tank,3.0,3.85,0.85,USD,H&M,XS / US 2,Very good,https://www.vinted.com/items/7701820213-light-grey-ribbed-tank,https://images1.vinted.net/t/06_01e0d_hiWS5y7vQQKSnpaqvbXDiSSq/f800/1764893862.webp?s=9c71a5965a834950a71de2e4461e3cf4e7832856,21.0,315625682.0,ajoyshab,https://www.vinted.com/member/315625682-ajoyshab,https://images1.vinted.net/t/06_01be0_KA3nMo1XoxhaeZGxUTbnph4F/f800/1764814631.webp?s=c3bb72c37491e93c12b170c56a002c557d2ffde9,No,No,12/5/2025,1764893862000.0
Tanktop,7737662207.0,White Halter Neck Stretch Tank Top,3.0,3.85,0.85,USD,Shein,M / US 8-10,Good,https://www.vinted.com/items/7737662207-white-halter-neck-stretch-tank-top,https://images1.vinted.net/t/05_0005f_wESZnEqg4vGW5iBXSEExF3rg/f800/1765372520.webp?s=4c206fb2995ce9db413b9b2544c636b6fd2f8049,6.0,309967693.0,lunasjeans,https://www.vinted.com/member/309967693-lunasjeans,https://images1.vinted.net/t/01_00c93_SKjevcFidgt5gndqisuJGUWQ/f800/1762812179.webp?s=34171f22097731dc09f1c264eb80c2661452268e,No,No,12/10/2025,1765372520000.0
Tshirt,7739448208.0,Pink striped fitted shirt,11.0,12.25,1.25,USD,NO LABEL,S / US 4-6,Very good,https://www.vinted.com/items/7739448208-pink-striped-fitted-shirt,https://images1.vinted.net/t/05_01f05_4a8rxWr9iyCXWHixHEDKcZBq/f800/1765387118.webp?s=55476ab12082282a1be1ffa82e3219f6f8b285a1,22.0,3123588831.0,soulsarrows,https://www.vinted.com/member/3123588831-soulsarrows,https://images1.vinted.net/t/06_00f66_eWBUFwJxXXUNDRqYCudXMUNN/f800/1765336570.webp?s=7187b8e1bbc19ea9717f0d6a82d6abcd0bb64fd1,No,No,12/10/2025,1765387118000.0
Tshirt,7735421759.0,Hollister tshirt,5.0,5.95,0.95,USD,other,S / US 4-6,Good,https://www.vinted.com/items/7735421759-hollister-tshirt,https://images1.vinted.net/t/05_01ff4_YnBcpPGLvuDaqNGhZkWiKkVr/f800/1765334973.webp?s=c12d728e65571473d02ee5ce5efd6805a72cc507,16.0,314957454.0,joohannam12,https://www.vinted.com/member/314957454-joohannam12,https://images1.vinted.net/t/05_01937_noVF51K92xmnSfcBrCcpJE6N/f800/1764528652.webp?s=791eadb0da6dc8602764aefec75ee8ddb2495a31,No,No,12/10/2025,1765334973000.0
Tshirt,7741880652.0,Hot topic evanescence shirt,8.0,9.1,1.1,USD,Hot Topic,M / US 8-10,New without tags,https://www.vinted.com/items/7741880652-hot-topic-evanescence-shirt,https://images1.vinted.net/t/05_010a0_g2rhbiuYgAyEjEEPxyTK7yzP/f800/1765435607.webp?s=188bb77311f8c853df883abbf3a2d350c173d204,14.0,200039178.0,ddzz1,https://www.vinted.com/member/200039178-ddzz1,https://images1.vinted.net/t/01_008df_FwkUTJ3b5224FFtr2FgyEEBH/f800/1713552832.webp?s=ff6a3673d01f9b5dd9c1746f8de3d033c9c26829,No,No,12/11/2025,1765435607000.0
Tshirt,7740269736.0,Shirt,2.0,2.8,0.8,USD,Old Navy,XS,Very good,https://www.vinted.com/items/7740269736-shirt,https://images1.vinted.net/t/06_021ee_BanUtMuYjeCdLKjgYFZMZgX8/f800/1765393957.webp?s=822e537a1abc8f5d25b642c6c898f0288b823d27,2.0,95622102.0,kbratcher1551,https://www.vinted.com/member/95622102-kbratcher1551,https://images1.vinted.net/t/04_00b72_1uM39zYt4YLNeHn2Utccty6V/f800/1758289989.webp?s=fd56f9ae54cdb07834bece26fdf2d90600eed3d2,No,No,12/10/2025,1765393957000.0
Tshirt,7739527856.0,Blank Black T-Shirt Vintage Fade Essentials Basics Minimalist,6.0,7.0,1.0,USD,Basics,S,Good,https://www.vinted.com/items/7739527856-blank-black-t-shirt-vintage-fade-essentials-basics-minimalist,https://images1.vinted.net/t/06_0053c_VX3G13NFVHcgvsmKmqFXtRCU/f800/1765387763.webp?s=6d6e15a6a57d119cb7bb0fc6a3b92abfea448e58,6.0,252973866.0,uponshop,https://www.vinted.com/member/252973866-uponshop,https://images1.vinted.net/t/02_00ea6_K6YYyUzwAmuJCBtuwSoEeJYg/f800/1738104396.webp?s=02a9804defe1fc7f6216f91f5e6ab83ec1b67d84,No,No,12/10/2025,1765387763000.0
Tshirt,7743724151.0,Youth size S red T shirt Basset Tricks,3.0,3.85,0.85,USD,Gildan,S,Good,https://www.vinted.com/items/7743724151-youth-size-s-red-t-shirt-basset-tricks,https://images1.vinted.net/t/06_00466_UvAfD8zjdY8SzVdwmSSPfwk3/f800/1765457629.webp?s=485c483d6e79a395f99c89f587a20bf3cb93b60a,0.0,310944850.0,tetyanas67,https://www.vinted.com/member/310944850-tetyanas67,Not Available,No,No,12/11/2025,1765457629000.0
Tshirt,7741742221.0,Ralph Lauren grey long sleeve,10.0,11.2,1.2,USD,Ralph Lauren,L,Very good,https://www.vinted.com/items/7741742221-ralph-lauren-grey-long-sleeve,https://images1.vinted.net/t/06_00386_AEo8Qbb3fzetF5TrN3YL4k1G/f800/1765422656.webp?s=2fbe00403f4e140f4477e2f6f1dff513cc1071f8,8.0,306374943.0,katiethrifts24,https://www.vinted.com/member/306374943-katiethrifts24,https://images1.vinted.net/t/05_0071e_A74imGdyg6NAxcu4WBvN96RT/f800/1760907182.webp?s=3b104ca2794f6381a115702e2e074d39e5c2788d,No,No,12/11/2025,1765422656000.0
Tshirt,7741341170.0,Aero black tee with sequin logo across the front,5.0,5.95,0.95,USD,Aéropostale,S / US 4-6,New without tags,https://www.vinted.com/items/7741341170-aero-black-tee-with-sequin-logo-across-the-front,https://images1.vinted.net/t/05_024a7_3Lku25odVUSJGwKPf3mJF9GU/f800/1765404120.webp?s=d6efa46bc02d30e4d84169e94f9dbe01cb56a965,9.0,314606173.0,thriftnshop,https://www.vinted.com/member/314606173-thriftnshop,https://images1.vinted.net/t/06_00ff6_W2XGvsZbfoEdhwReYkWVzvow/f800/1764382906.webp?s=7bb71453c319e7c32e7df355d8dde443dea6a547,No,No,12/10/2025,1765404120000.0
Tshirt,7735396328.0,Apparel Retro Resident Evil 3 Graphic T-shirt,14.2,15.61,1.41,USD,Gildan,M,Very good,https://www.vinted.com/items/7735396328-apparel-retro-resident-evil-3-graphic-t-shirt,https://images1.vinted.net/t/05_0018e_A5ABJKEhXkq8mAZ2qdsLKmvo/f800/1765330981.webp?s=360cc4ac0dfd75afd32234993ae60762549a416d,9.0,273423979.0,milaahargas,https://www.vinted.com/member/273423979-milaahargas,https://images1.vinted.net/t/06_002ef_wXG46TtrSkChHQUyXsC6JMkb/f800/1764322306.webp?s=c68c88e83f43cb4965df7f48f036d53c5da4bf7e,No,No,12/10/2025,1765330981000.0
Tshirt,7741814317.0,Purple Graphic Shirt,10.0,11.2,1.2,USD,NO LABEL,M / US 8-10,Very good,https://www.vinted.com/items/7741814317-purple-graphic-shirt,https://images1.vinted.net/t/02_01b19_tXynDRXgdCHqz3Qfvqvp1nZk/f800/1765432628.webp?s=707941db6701f4bba741c0b6e8f2095274d1f504,2.0,284555977.0,ara.chelly,https://www.vinted.com/member/284555977-arachelly,https://images1.vinted.net/t/02_00d0d_U2kTWYvGn13fVZ9SKJreEmXA/f800/1762845337.webp?s=fdcf6eab8fdc67fb5b457ed62e04bb804f78207f,No,No,12/11/2025,1765432628000.0
Tshirt,7740904644.0,Zara T-shirt,2.0,2.8,0.8,USD,Zara,M / US 8-10,Very good,https://www.vinted.com/items/7740904644-zara-t-shirt,https://images1.vinted.net/t/06_0057c_MsG5JWEpKntsYcgVzLGZNDWS/f800/1765399397.webp?s=a3dd7970e83ab4dae9967d2773dccb8fe101791a,1.0,70911244.0,yangheenoh,https://www.vinted.com/member/70911244-yangheenoh,https://images1.vinted.net/t/02_009bb_GijpVwgkWj1SNJp9gVUkFCyc/f800/1633993875.webp?s=25fc4370b153176ed2d88771e1a1116b8b47b1f6,No,No,12/10/2025,1765399397000.0
Tshirt,7741368342.0,Similar aflicción t-shirt size Medium,12.0,13.3,1.3,USD,Gildan,M,Good,https://www.vinted.com/items/7741368342-similar-afliccion-t-shirt-size-medium,https://images1.vinted.net/t/06_009f0_ynTPSrqvFQsGrsWGVhat1L7Y/f800/1765404519.webp?s=9b9598bb4606b51330d656748741603007c5d7c7,18.0,314416305.0,juanr268,https://www.vinted.com/member/314416305-juanr268,https://images1.vinted.net/t/06_01fff_Dsrjr5wdBRrgHLe5Z8CiJvSo/f800/1764569281.webp?s=36770b3631aaeec7029a228ad6abb05ad3a82dc1,No,No,12/10/2025,1765404519000.0
Tshirt,7740356283.0,Coors tee,8.0,9.1,1.1,USD,Colors,L,Very good,https://www.vinted.com/items/7740356283-coors-tee,https://images1.vinted.net/t/06_0014b_nw4uuxmkitRq6FZaAzRF3K77/f800/1765394691.webp?s=89cd4ce1031d4d08f86de8a0697909de5aa2ab51,13.0,311457769.0,charliesboutique20,https://www.vinted.com/member/311457769-charliesboutique20,https://images1.vinted.net/t/05_00eea_ngiab3GCsCQnCYzVaGuCcYeE/f800/1763163155.webp?s=6c50f319c20d43d690b8f1df7f0e02a31302b362,No,No,12/10/2025,1765394691000.0
Tshirt,7741608585.0,sonoma cream tshirt,8.0,9.1,1.1,USD,Sonoma,M / US 8-10,Very good,https://www.vinted.com/items/7741608585-sonoma-cream-tshirt,https://images1.vinted.net/t/05_020bb_Kvs1gEPNj6M5AHTQtChKvXzA/f800/1765409961.webp?s=5122377d09bd842e795a09a023886875e476340d,24.0,259231229.0,stargirlstore,https://www.vinted.com/member/259231229-stargirlstore,https://images1.vinted.net/t/04_015f2_TMyVbzLkyTFRKcZYwnMLNCzN/f800/1741654758.webp?s=ccd259b65c009aef40bb73fbd3dcce3ed3cc787d,No,No,12/11/2025,1765409961000.0
Tshirt,7741786118.0,Bebe Purple V-Neck,8.0,9.1,1.1,USD,Bebe,L / US 12-14,Very good,https://www.vinted.com/items/7741786118-bebe-purple-v-neck,https://images1.vinted.net/t/06_00702_eZFTc23yQkfv6dK8gL7cf8Yp/f800/1765430503.webp?s=6120c2faa58353773288afc3c2825468b6163add,12.0,284555977.0,ara.chelly,https://www.vinted.com/member/284555977-arachelly,https://images1.vinted.net/t/02_00d0d_U2kTWYvGn13fVZ9SKJreEmXA/f800/1762845337.webp?s=fdcf6eab8fdc67fb5b457ed62e04bb804f78207f,No,No,12/11/2025,1765430503000.0
Tshirt,7741731460.0,American dream pink and black striped shirt,16.0,17.5,1.5,USD,American Dream,M / US 8-10,New without tags,https://www.vinted.com/items/7741731460-american-dream-pink-and-black-striped-shirt,https://images1.vinted.net/t/05_02360_uNosonAP8tmmsyZvpvXHFy3V/f800/1765420446.webp?s=4289ebed555d3a7852c32587b7c11a31295d1c1e,14.0,275435952.0,lilyisawesome,https://www.vinted.com/member/275435952-lilyisawesome,https://images1.vinted.net/t/04_00cb9_PhATji72UqKzU2RZe7BbYeoq/f800/1750133413.webp?s=74c330e04fef0b050c954e84799b5b12160dc1e2,No,No,12/11/2025,1765420446000.0
Tshirt,7741727606.0,Oakley Graphic Tee,10.0,11.2,1.2,USD,Oakley,M,Very good,https://www.vinted.com/items/7741727606-oakley-graphic-tee,https://images1.vinted.net/t/05_014c3_Uj6FCHFvNrrEjgQDCkSWfX2M/f800/1765419728.webp?s=1a5c8b7570148cf354fd5ae98798be7e5cb5276b,1.0,287002376.0,gilbertmuradas,https://www.vinted.com/member/287002376-gilbertmuradas,https://images1.vinted.net/t/01_000be_eckXLo1hXFK9rPrZjFEjo4i1/f800/1756175539.webp?s=cf0771e0c372046080298f1f27bd55b129b1372d,No,No,12/11/2025,1765419728000.0
Tshirt,7741778637.0,Pink Bebe V-Neck,8.0,9.1,1.1,USD,Bebe,M / US 8-10,Very good,https://www.vinted.com/items/7741778637-pink-bebe-v-neck,https://images1.vinted.net/t/06_01ecb_s2U3zsARKJUUTFijLBactg8T/f800/1765429394.webp?s=d2416333cec99cd690e92c4ef41790c74e1bc432,22.0,284555977.0,ara.chelly,https://www.vinted.com/member/284555977-arachelly,https://images1.vinted.net/t/02_00d0d_U2kTWYvGn13fVZ9SKJreEmXA/f800/1762845337.webp?s=fdcf6eab8fdc67fb5b457ed62e04bb804f78207f,No,No,12/11/2025,1765429394000.0
Tshirt,7735463899.0,No boundaries Green and white lace button-up,12.0,13.3,1.3,USD,No Boundaries,S / US 4-6,Very good,https://www.vinted.com/items/7735463899-no-boundaries-green-and-white-lace-button-up,https://images1.vinted.net/t/05_01c50_twwkrZWmJqFHPrT95SyKupgW/f800/1765342931.webp?s=4762dc1b8fce32792f3bc13a153cf3472c0ee6b5,6.0,270127125.0,febrize,https://www.vinted.com/member/270127125-febrize,https://images1.vinted.net/t/06_023f3_SWgWFwebRNPdYxhjBfb61vdU/f800/1763792265.webp?s=757f808682570f4f68599bf0b195e126264ea95b,No,No,12/10/2025,1765342931000.0
Tshirt,7741761680.0,UnderGround Tee Size S,9.0,10.15,1.15,USD,underground,S / US 4-6,Very good,https://www.vinted.com/items/7741761680-underground-tee-size-s,https://images1.vinted.net/t/05_02134_tePXZfyJvRTmUxVNzTeFAuFu/f800/1765426647.webp?s=ef85ab2f49e851536a8fd4171a230cce131b7d8e,3.0,315510349.0,worldg4,https://www.vinted.com/member/315510349-worldg4,Not Available,No,No,12/11/2025,1765426647000.0
Tshirt,7741731512.0,New Deftones T-shirt Deftones Skull Black_,12.6,13.93,1.33,USD,Gildan,M,New without tags,https://www.vinted.com/items/7741731512-new-deftones-t-shirt-deftones-skull-black,https://images1.vinted.net/t/06_00475_cnRjF3dd7MUyPVV5YhLNyGbK/f800/1765420455.webp?s=61d74ae3e6f38ea47280bce5008fb4422645f1f7,4.0,306846878.0,alcovesthrill3d,https://www.vinted.com/member/306846878-alcovesthrill3d,https://images1.vinted.net/t/03_01eb0_xSbvZPwmrwKgfDens3ofocog/f800/1762748373.webp?s=9e52e8e9775f23428fbf392601d83da4644a972c,No,No,12/11/2025,1765420455000.0
Tshirt,7741735125.0,Castlevania black graphic tee_16,12.5,13.83,1.33,USD,Gildan,L,New without tags,https://www.vinted.com/items/7741735125-castlevania-black-graphic-tee16,https://images1.vinted.net/t/06_00453_VsDaFfobvei7ZJPSnj9D6ukV/f800/1765421189.webp?s=319dd505f64671410aa5c1b575e415457cfc3415,4.0,306898415.0,hearsay81,https://www.vinted.com/member/306898415-hearsay81,https://images1.vinted.net/t/05_005b8_sisuQsH4AipxkpSMFqtyzrqq/f800/1762748561.webp?s=8dcdf772fe261a69a0b1e35ae2c96bb97749f481,No,No,12/11/2025,1765421189000.0
Tshirt,7741753184.0,Black and red shirt-sleeved graphic tee with unique fish design unisex_16,13.0,14.35,1.35,USD,Gildan,M,New without tags,https://www.vinted.com/items/7741753184-black-and-red-shirt-sleeved-graphic-tee-with-unique-fish-design-unisex16,https://images1.vinted.net/t/06_01be6_SeyvbEFkHN42unq15pvhLTzw/f800/1765424889.webp?s=99ad69ce4b3862784508162e49ca8724437f4255,2.0,260625610.0,oldestpalates0o,https://www.vinted.com/member/260625610-oldestpalates0o,https://images1.vinted.net/t/05_00d3a_GUShfnN6nXobGQ1LG6vE7QEV/f800/1760694932.webp?s=28b1b47202d1a45eb36bb0329774937176113f08,No,No,12/11/2025,1765424889000.0
Tshirt,7741734647.0,Alice In Chains Fairy Ballerina Either Suicide shirt,12.5,13.83,1.33,USD,Gildan,M,New without tags,https://www.vinted.com/items/7741734647-alice-in-chains-fairy-ballerina-either-suicide-shirt,https://images1.vinted.net/t/02_015d4_sx5zLCX6wDd6XxGoHc8b9jcV/f800/1765421095.webp?s=f4c1076551969d92b0584b5f89a1452545ed952d,0.0,306898415.0,hearsay81,https://www.vinted.com/member/306898415-hearsay81,https://images1.vinted.net/t/05_005b8_sisuQsH4AipxkpSMFqtyzrqq/f800/1762748561.webp?s=8dcdf772fe261a69a0b1e35ae2c96bb97749f481,No,No,12/11/2025,1765421095000.0
Tshirt,7743393676.0,john galt top,10.0,11.2,1.2,USD,John Galt,One size,Very good,https://www.vinted.com/items/7743393676-john-galt-top,https://images1.vinted.net/t/01_01286_7UhC64TCntFR2xGyNsGXfhck/f800/1765454645.webp?s=6146405c0abdd1a03662a1e5c3f9ba28586d2c6b,0.0,316433123.0,nevaehkitten,https://www.vinted.com/member/316433123-nevaehkitten,Not Available,No,No,12/11/2025,1765454645000.0
