Category,id,Item.Title,Item.Price,Item.Total.Price,Item.Service.Fee,Item.Currency,Item.Brand,Item.Size,Item.Status,Item.URL,Item.Photo.URL,Item.Favorites,Seller.ID,Seller.Username,Seller.URL,Seller.Photo,Is.Business.Seller,Is.Promoted,Created.Date,Timestamp
Sweater,7741744707.0,Blue Off the shoulder sweatshirt,29.0,31.15,2.15,USD,other,S / US 4-6,New without tags,https://www.vinted.com/items/7741744707-blue-off-the-shoulder-sweatshirt,https://images1.vinted.net/t/02_00c1a_sasJLyAQrXZzWMzTDD7Rz6pP/f800/1765423130.webp?s=0ce789bc661e12c860d46bc5b407801e08e9006f,45.0,267382895.0,pmclosett,https://www.vinted.com/member/267382895-pmclosett,https://images1.vinted.net/t/02_0051a_ZxvbW1MjTRQGabmysoUHB6Co/f800/1746243296.webp?s=8f5d6cfaabcf659843d5afe7b5b59aeb1a7c143f,No,No,12/11/2025,1765423130000.0
Sweater,7736478429.0,"J.Crew Men’s Sweater, Large",13.0,14.35,1.35,USD,J.Crew,L,New without tags,https://www.vinted.com/items/7736478429-jcrew-mens-sweater-large,https://images1.vinted.net/t/05_009fa_WAtbrxtrPQhsAigjB94QxFd2/f800/1765362164.webp?s=56537ea0ac5a5ba307d83f67c5c0af10bf2f7430,5.0,312735620.0,winstonk18,https://www.vinted.com/member/312735620-winstonk18,https://images1.vinted.net/t/05_00ac8_11c5tYJmB2V7NheC5ZRt2ykB/f800/1763609992.webp?s=50d445e466ab54eabf521d818a72cd7d0b82ad48,No,No,12/10/2025,1765362164000.0
Sweater,7731812142.0,Striped sweater,2.0,2.8,0.8,USD,Derek Heart,S / US 4-6,Very good,https://www.vinted.com/items/7731812142-striped-sweater,https://images1.vinted.net/t/06_0004a_UafrMhRYUAJYbfr84JEfrzkU/f800/1765289881.webp?s=a8fed1f14a89cf5c6fde89dbb462e2c78615f508,9.0,132162988.0,chickenwrestling101,https://www.vinted.com/member/132162988-chickenwrestling101,https://images1.vinted.net/t/02_00db6_9PGpx6vgmiCx73QehFuQZJGi/f800/1683734544.webp?s=786ab4a9fbd6a0bbb405ba9934e556e45558f4e7,No,No,12/9/2025,1765289881000.0
Sweater,7741747655.0,Urban Outfitters Cropped Knit Sweater,15.0,16.45,1.45,USD,Urban Outfitters,S / US 4-6,Good,https://www.vinted.com/items/7741747655-urban-outfitters-cropped-knit-sweater,https://images1.vinted.net/t/05_021e6_RQikHqwML7hqTcZsAPht2bRA/f800/1765423729.webp?s=fac749f61bdcc8a75583ac5f7bca008f26a3e872,11.0,311895113.0,heathersflashback,https://www.vinted.com/member/311895113-heathersflashback,https://images1.vinted.net/t/06_0246b_NX6eqEcDb5kWxoNxg4FBnJh6/f800/1763290275.webp?s=05077a7f7eb5b03b1febcd207a4856606dc56e5a,No,Yes,12/11/2025,1765423729000.0
Sweater,7740773353.0,Ralph Lauren cable knit wool sweater,29.0,31.15,2.15,USD,Ralph Lauren,M / US 8-10,New without tags,https://www.vinted.com/items/7740773353-ralph-lauren-cable-knit-wool-sweater,https://images1.vinted.net/t/05_015e8_XBWJsLJ7zxB1hi41Edke6oQY/f800/1765398230.webp?s=b1b547eb37f8d8e946291ddcf4e4e8a72ec6a25e,66.0,185102461.0,glitr_0o,https://www.vinted.com/member/185102461-glitr0o,https://images1.vinted.net/t/03_0060b_ee1iYYJ6hGkWMHXqv27FjHyC/f800/1757701311.webp?s=4ac84078a68798cb08ea10389a4d955ac0a1ee78,No,No,12/10/2025,1765398230000.0
Sweater,7739942545.0,Hollister sweater,6.0,7.0,1.0,USD,Hollister,S / US 4-6,Very good,https://www.vinted.com/items/7739942545-hollister-sweater,https://images1.vinted.net/t/01_00747_dzntgRp7LdTqXwfaH8QWA1JE/f800/1765391183.webp?s=ea644d6321913fd4cbaac3347992656e1a35fd48,26.0,76898086.0,erika51919,https://www.vinted.com/member/76898086-erika51919,https://images1.vinted.net/t/03_00afd_iFY8hfxffFxH4H5zH5ZSUJ6s/f800/1639972334.webp?s=50f99b0c5f8f6ce927959b99edf226a319db6be0,No,No,12/10/2025,1765391183000.0
Sweater,7739029376.0,Crop sweater,2.0,2.8,0.8,USD,Shein,S / US 4-6,Good,https://www.vinted.com/items/7739029376-crop-sweater,https://images1.vinted.net/t/05_0231b_XDtatgmRLZDifGW8dSr3gDDY/f800/1765383588.webp?s=295df59fb521210d139efac49d9f76c3ff702e56,4.0,116210458.0,tattedmama26,https://www.vinted.com/member/116210458-tattedmama26,https://images1.vinted.net/t/02_005a6_vwBbw63q6TTqQhsWmMDJ9JNL/f800/1753268855.webp?s=2284bcb57ba7827d349efe84ee618ea59794ca8e,No,No,12/10/2025,1765383588000.0
Sweater,7741278229.0,Victoria secret quarter zip up sweater,20.0,21.7,1.7,USD,Victoria's Secret PINK,M / US 8-10,New without tags,https://www.vinted.com/items/7741278229-victoria-secret-quarter-zip-up-sweater,https://images1.vinted.net/t/06_00fcb_w21SCH7tDCmoSEUTDo9wmzoS/f800/1765403262.webp?s=3f0167a705e9bb6430149752cb08520faab8a8a8,35.0,185102461.0,glitr_0o,https://www.vinted.com/member/185102461-glitr0o,https://images1.vinted.net/t/03_0060b_ee1iYYJ6hGkWMHXqv27FjHyC/f800/1757701311.webp?s=4ac84078a68798cb08ea10389a4d955ac0a1ee78,No,No,12/10/2025,1765403262000.0
Sweater,7741729158.0,Mango sweater green,26.0,28.0,2.0,USD,Mango,M / US 8-10,Very good,https://www.vinted.com/items/7741729158-mango-sweater-green,https://images1.vinted.net/t/05_0096f_QqHbUToMg7CcqhrG7ZsZxAcj/f800/1765420007.webp?s=6874672d841a8ae90a0db424841539acf2dec1d2,22.0,3123783759.0,sdlujan23,https://www.vinted.com/member/3123783759-sdlujan23,https://images1.vinted.net/t/05_01375_TkaRrVwqAzNwW6dcUJb5NozW/f800/1765419470.webp?s=ff1bebc308ffd8dd5a8df5f5a4621a33cae6bc66,No,No,12/11/2025,1765420007000.0
Sweater,7743834323.0,polo Ralph Lauren Sweater kids size S (8),15.0,16.45,1.45,USD,Ralph Lauren,S,Very good,https://www.vinted.com/items/7743834323-polo-ralph-lauren-sweater-kids-size-s-8,https://images1.vinted.net/t/05_025e7_usFAZEQG9QfmhL2rnHXe3rsp/f800/1765458614.webp?s=4a2c2a4b6338bc9d318b695cfd92d30b511102f5,0.0,3123590936.0,magiya12,https://www.vinted.com/member/3123590936-magiya12,https://images1.vinted.net/t/06_01cfb_n71N7m3F131XRa3FkD5W8eay/f800/1765338195.webp?s=a8a4149ea183214add917f19739e4d14c1d32fe4,No,No,12/11/2025,1765458614000.0
Sweater,7727652294.0,The Kooples Knit Sweater,20.0,21.7,1.7,USD,The Kooples,M,Very good,https://www.vinted.com/items/7727652294-the-kooples-knit-sweater,https://images1.vinted.net/t/05_00c3d_t3BDZFQHRdyL7T6w4dVs5e9c/f800/1765221817.webp?s=f15bab4d12232603ce018bb976bed66f9e76334b,13.0,279708666.0,symmis,https://www.vinted.com/member/279708666-symmis,https://images1.vinted.net/t/01_014e1_S7JFXQaaHF37Aehk364nCmSf/f800/1752546424.webp?s=dcfa47189c08703715c9721573de191c72aa2b52,No,No,12/8/2025,1765221817000.0
Sweater,7733837107.0,Sweater,10.0,11.2,1.2,USD,Not Available,M / US 8-10,Very good,https://www.vinted.com/items/7733837107-sweater,https://images1.vinted.net/t/02_0084b_uVbeBxCsbrDGwnHKbASHkKDW/f800/1765306797.webp?s=7caef8700d6277fa0bac2959ee8b34c4c0910a1d,22.0,311553155.0,ariol_nyc,https://www.vinted.com/member/311553155-ariolnyc,https://images1.vinted.net/t/05_00997_ELT6wgnHuoUE2k7ZuVCLim1y/f800/1763133072.webp?s=6e3c6cf1779462c300cc5319da82123d7abcc768,No,No,12/9/2025,1765306797000.0
Sweater,7744016018.0,"Rachel Zoe, long sleeve sweater coat",12.5,13.83,1.33,USD,Rachel Zoe,S / US 4-6,New without tags,https://www.vinted.com/items/7744016018-rachel-zoe-long-sleeve-sweater-coat,https://images1.vinted.net/t/05_01219_EXpxALbXQ9okJRJYbbxzdRVf/f800/1765460205.webp?s=68a54a754efbd79cfd0bef8d9962b869b5213409,0.0,310306397.0,kated945,https://www.vinted.com/member/310306397-kated945,Not Available,No,No,12/11/2025,1765460205000.0
Sweater,7732233144.0,Croft & Barrow Cable Knit Sweater,6.0,7.0,1.0,USD,Croft & Barrow,S / US 4-6,New with tags,https://www.vinted.com/items/7732233144-croft-barrow-cable-knit-sweater,https://images1.vinted.net/t/06_000b2_Hi1k847yATyU3fhxMqLcA95o/f800/1765293340.webp?s=280722281c5d5e9d2ce432b07f2454f703ca27dc,36.0,70843839.0,zsgirl,https://www.vinted.com/member/70843839-zsgirl,https://images1.vinted.net/t/02_00394_X3nWKyEZ16gSKJBkrfFbJ2CZ/f800/1656455695.webp?s=0588fd9b49b22bc84455d550f3c89747afc64379,No,No,12/9/2025,1765293340000.0
Sweater,7735263151.0,Sweter de flores,16.5,18.03,1.53,USD,Anthropologie,S / US 4-6,Very good,https://www.vinted.com/items/7735263151-sweter-de-flores,https://images1.vinted.net/t/01_02096_kaVD3pB36wjRUqmTinX91GfA/f800/1765322486.webp?s=dc3c42203fe9cfd54396a3e9bc978041a96ace96,14.0,316212412.0,susy1024owv,https://www.vinted.com/member/316212412-susy1024owv,https://images1.vinted.net/t/02_001dc_T4d5oqpPK9DJ4SmP7y8ySSzs/f800/1765067133.webp?s=9de6b7c5d980cb2745e683ca59bb1dad59016775,No,No,12/10/2025,1765322486000.0
Sweater,7741146840.0,Sweater,7.0,8.05,1.05,USD,A New Day,XXL / US 20-22,New with tags,https://www.vinted.com/items/7741146840-sweater,https://images1.vinted.net/t/06_023de_XcHMCMVrfUkEvJghBjnumYTy/f800/1765401727.webp?s=13ab3deef3bf649fe6a0afe1daf3408aa11daf66,7.0,144921174.0,destinymmg,https://www.vinted.com/member/144921174-destinymmg,https://images1.vinted.net/t/02_0200b_n62r6n9Xf8sw8u7aP5jQ2ht5/f800/1684095643.webp?s=f8247dc297bf1835b88c627ecefb473f359dcffd,No,No,12/10/2025,1765401727000.0
Sweater,7740335726.0,Aeropostale off the shoulder blue and white striped sweater - size medium,10.0,11.2,1.2,USD,Aéropostale,M / US 8-10,Very good,https://www.vinted.com/items/7740335726-aeropostale-off-the-shoulder-blue-and-white-striped-sweater-size-medium,https://images1.vinted.net/t/01_00c3b_2GQVup1m94woRHc4Dz7geQrK/f800/1765394517.webp?s=40358464e8ae8267d75be69b041ae14ad7e95ec6,45.0,287965911.0,madiqueen223,https://www.vinted.com/member/287965911-madiqueen223,https://images1.vinted.net/t/03_017f8_XG7poApHDEg9wdVZov94Avkg/f800/1757871988.webp?s=94bd4c16a05013f72602a780891aba6251fe931d,No,No,12/10/2025,1765394517000.0
Sweater,7735442315.0,Sweater,10.0,11.2,1.2,USD,Not Available,L / US 12-14,New without tags,https://www.vinted.com/items/7735442315-sweater,https://images1.vinted.net/t/01_00749_L3rmQhdPfJbqhdswXYpZozFE/f800/1765339084.webp?s=50d760d94d7b2fc0b30d2f261a81584a4478b3d3,10.0,72075222.0,lpark24xo,https://www.vinted.com/member/72075222-lpark24xo,https://images1.vinted.net/t/03_01290_ZvZmkpXb2pkz6ADAg7G4bSKs/f800/1720456968.webp?s=758b64f84685094b3844318c1e227dc98b75f71f,No,No,12/10/2025,1765339084000.0
Sweater,7735433814.0,3-D heart necklace in brushed silver,4.0,4.9,0.9,USD,NOBRAND.PT,Not Available,New without tags,https://www.vinted.com/items/7735433814-3-d-heart-necklace-in-brushed-silver,https://images1.vinted.net/t/05_00558_iNtNzkqfeX8sp82Fy56cknxS/f800/1765337382.webp?s=92cfe0fc2a145d0796291502b5067f25874fa9b2,2.0,307991912.0,smileyfacelaura,https://www.vinted.com/member/307991912-smileyfacelaura,Not Available,No,No,12/10/2025,1765337382000.0
Sweater,7731669128.0,Bath and Body work 3-wick candle Sweater Weather,18.0,19.6,1.6,USD,Bath & Body Works,Not Available,New with tags,https://www.vinted.com/items/7731669128-bath-and-body-work-3-wick-candle-sweater-weather,https://images1.vinted.net/t/01_00215_mpXQK45NHGvRGKcFkWLFYSsD/f800/1765288717.webp?s=3d6c0f440266dfcabb1966610d84f950c29d7c48,8.0,314692233.0,rhoknows,https://www.vinted.com/member/314692233-rhoknows,https://images1.vinted.net/t/05_02506_HPKQAdjuH62mLcQRaEwGKUqz/f800/1764911246.webp?s=6358e5e76084a26dbbf2d318fd57513a2aebdb38,No,No,12/9/2025,1765288717000.0
Sweater,7735441798.0,Tunic,6.0,7.0,1.0,USD,Not Available,M / US 8-10,New without tags,https://www.vinted.com/items/7735441798-tunic,https://images1.vinted.net/t/06_01a5f_YjnC7Zp1nPHamT8zCcy1ocjC/f800/1765338981.webp?s=a517b47a12b5a8e2d094e711b00d46ee99d96f6b,4.0,72075222.0,lpark24xo,https://www.vinted.com/member/72075222-lpark24xo,https://images1.vinted.net/t/03_01290_ZvZmkpXb2pkz6ADAg7G4bSKs/f800/1720456968.webp?s=758b64f84685094b3844318c1e227dc98b75f71f,No,No,12/10/2025,1765338981000.0
Sweater,7741687209.0,Men's turtleneck sweater,10.0,11.2,1.2,USD,Express,XL,New with tags,https://www.vinted.com/items/7741687209-mens-turtleneck-sweater,https://images1.vinted.net/t/05_0252b_rzQL3ymJisSgFNnkMRsKtZr6/f800/1765414516.webp?s=953d66b74a8aeb7462943b0757bb38b7c5b76765,2.0,310357313.0,lizafr13,https://www.vinted.com/member/310357313-lizafr13,https://images1.vinted.net/t/05_01754_yTzykGva5dQcZ7UGgiFeHsJp/f800/1762629548.webp?s=3a72f155a7023ae079a9f5d1dfc847d0c0185743,No,No,12/11/2025,1765414516000.0
Tanktop,7701464184.0,Black tank top,10.0,11.2,1.2,USD,Tank,Not Available,Very good,https://www.vinted.com/items/7701464184-black-tank-top,https://images1.vinted.net/t/05_0047b_WbNMF4Knn1RGNUxrFHh8wDFn/f800/1764884933.webp?s=647069afbc7b1ada78552e08bedce6f35f34840e,5.0,315342557.0,arianal74,https://www.vinted.com/member/315342557-arianal74,https://images1.vinted.net/t/05_026dc_PAjtXNF7RvCRcJfAVwsY8swY/f800/1765216436.webp?s=28f9886a2b1242020d0defa950a243780f913466,No,No,12/4/2025,1764884933000.0
Tanktop,7702033916.0,brandy melville tank,13.0,14.35,1.35,USD,Brandy Melville,One size,Very good,https://www.vinted.com/items/7702033916-brandy-melville-tank,https://images1.vinted.net/t/02_002e3_Dp7s3URqtwRUwvVduMuSqpCZ/f800/1764916667.webp?s=29a24bbf464a935ec7c985d75dd3b17c08ac724e,98.0,311856001.0,milscloset13,https://www.vinted.com/member/311856001-milscloset13,https://images1.vinted.net/t/05_026ac_uqdL63oWH443JUnENxow5nP8/f800/1764000071.webp?s=2a4239e5d3a4930dd70a2481f032ce6147e992f0,No,No,12/5/2025,1764916667000.0
Tanktop,7695825357.0,Brandy Melville tank,10.0,11.2,1.2,USD,Brandy Melville,One size,New without tags,https://www.vinted.com/items/7695825357-brandy-melville-tank,https://images1.vinted.net/t/05_02275_ndh69HSmr5BecsRdH6gKdFjB/f800/1764829739.webp?s=23663116a54384bd1797f5e73c75d226118ce6b9,34.0,231022853.0,lilunivert,https://www.vinted.com/member/231022853-lilunivert,https://images1.vinted.net/t/04_006e0_cQQDZsEGN7cwsjxU72jhDV2P/f800/1737425662.webp?s=c3119da10bf388e17f1ffeaa3c9521405ca9b3a5,No,No,12/4/2025,1764829739000.0
Tanktop,7728944417.0,Navy and white tank top 2000s,7.0,8.05,1.05,USD,Perfect,M / US 8-10,Very good,https://www.vinted.com/items/7728944417-navy-and-white-tank-top-2000s,https://images1.vinted.net/t/06_01236_ZxL7kEocpN2seXieKPxjK9m7/f800/1765235385.webp?s=33263712f519ec69e171594e865fb6dc0328227c,73.0,283169069.0,tivolimeow,https://www.vinted.com/member/283169069-tivolimeow,https://images1.vinted.net/t/04_00c26_LLVAUXAcVAkFRAcp3E11ZUhX/f800/1761864162.webp?s=e54a3164f5fae839aefdebe7f3a270c745368a46,No,No,12/9/2025,1765235385000.0
Tanktop,7729138734.0,Garage/Hollister Tank Top Bundle,8.0,9.1,1.1,USD,Garage,XS / US 2,New with tags,https://www.vinted.com/items/7729138734-garagehollister-tank-top-bundle,https://images1.vinted.net/t/02_0221f_9JmX3fvXcH6qsG2R53kbEL6v/f800/1765249396.webp?s=cce82a2e338f6d77a17312b1bdb7f8577b19803b,19.0,316106157.0,elissad2014,https://www.vinted.com/member/316106157-elissad2014,Not Available,No,No,12/9/2025,1765249396000.0
Tanktop,7729023838.0,Grey Tank Top!,2.0,2.8,0.8,USD,Old Navy,XS / US 2,New without tags,https://www.vinted.com/items/7729023838-grey-tank-top,https://images1.vinted.net/t/06_02055_dMdWBMGH1JoPuCiF19GZinxT/f800/1765238175.webp?s=ba373cc8e4e6c4e1495726bbc99f876e8fae0fb4,14.0,315379102.0,laurenr348,https://www.vinted.com/member/315379102-laurenr348,https://images1.vinted.net/t/05_016af_3GVRK2LSfh6NStPqkBmTVynP/f800/1765238249.webp?s=4f331cb9a0a0e19e1101d09d8eca0604b9c01610,No,No,12/9/2025,1765238175000.0
Tanktop,7743588862.0,Vintage Black Sheer Cami Tank Top Tassel Fringe Hem Open Front Size Large,19.95,21.65,1.7,USD,unbranded,L / US 12-14,Good,https://www.vinted.com/items/7743588862-vintage-black-sheer-cami-tank-top-tassel-fringe-hem-open-front-size-large,https://images1.vinted.net/t/05_0151e_xoa7zWiJkDb4HrwHDLwtSq25/f800/1765456421.webp?s=7caf01e35b8cc61efb433d0e9ac97693288a7b63,0.0,292706189.0,annakaycloset,https://www.vinted.com/member/292706189-annakaycloset,https://images1.vinted.net/t/02_0019f_ucgjmq1MVzLU7y7MJsfMepoK/f800/1758741241.webp?s=908b6ec65999dddc6e0d5ea0737d2b3ffc4c2d43,No,No,12/11/2025,1765456421000.0
Tanktop,7708079233.0,Brandy Melville tank top,10.0,11.2,1.2,USD,Brandy Melville,One size,New without tags,https://www.vinted.com/items/7708079233-brandy-melville-tank-top,https://images1.vinted.net/t/05_02562_THVTvjwW42mvT36p2riwpDTk/f800/1765241898.webp?s=3a477573006e4c78ea527076311999306dfce9d4,50.0,212283522.0,vintage24482,https://www.vinted.com/member/212283522-vintage24482,https://images1.vinted.net/t/04_0115d_54achnQhghXFVqpgpo9pxK3x/f800/1747267425.webp?s=034ca921c418eb1b2c6e5a912312e120f0ef1cad,No,No,12/9/2025,1765241898000.0
Tanktop,7725928667.0,Pacsun going out top,13.33,14.7,1.37,USD,PacSun,XS / US 2,Good,https://www.vinted.com/items/7725928667-pacsun-going-out-top,https://images1.vinted.net/t/06_01131_9vzNCXLSxv5UgoJXP1Lnroht/f800/1765208738.webp?s=1ff4a77a36361b4f6b46ba8f020f4bd6b0bd7a51,44.0,288763945.0,ellab361,https://www.vinted.com/member/288763945-ellab361,https://images1.vinted.net/t/02_00a94_iJLKQ76KrCa25fgGyjbtQ3cj/f800/1756951784.webp?s=2bfdd8b5653f03f5d8cb70d616c7c516499770bf,No,No,12/8/2025,1765208738000.0
Tanktop,7682464792.0,Muji Stripe Size Small Tank Top,1.0,1.75,0.75,USD,Muji,S / US 4-6,Good,https://www.vinted.com/items/7682464792-muji-stripe-size-small-tank-top,https://images1.vinted.net/t/06_00a67_xpxebSaEzuFWzQRJeNvKzyUk/f800/1764644993.webp?s=89f393f6b370fa8cb1e63ecba3012bd63baa096a,14.0,70889239.0,shopredrose,https://www.vinted.com/member/70889239-shopredrose,https://images1.vinted.net/t/02_019a2_9GerTFLZ8WXeURYkVtiNCmtv/f800/1633978391.webp?s=cf6dfb8c9b30e69d7968a7ed6698e58346b99d47,No,No,12/2/2025,1764644993000.0
Tanktop,7735461905.0,Hollister White Lace Tank Top,8.0,9.1,1.1,USD,Hollister,S / US 4-6,Good,https://www.vinted.com/items/7735461905-hollister-white-lace-tank-top,https://images1.vinted.net/t/06_00363_xPuWTb5fSjSq6ePxTiXpsGQ9/f800/1765342639.webp?s=d5daf4ad158ff29f4141a1b52486150da1fd9ee0,20.0,150543827.0,moonflwrshop,https://www.vinted.com/member/150543827-moonflwrshop,https://images1.vinted.net/t/01_01741_krUnbC4reraaDvjfS6CxKX6B/f800/1688397274.webp?s=9cfb20150acf18972505b509d75965279fddd4eb,No,No,12/10/2025,1765342639000.0
Tanktop,7702027588.0,brandy melville tank,10.0,11.2,1.2,USD,Brandy Melville,One size,New without tags,https://www.vinted.com/items/7702027588-brandy-melville-tank,https://images1.vinted.net/t/06_01ab0_STPYKKDMpERYvSWtyMyvwDqP/f800/1764916417.webp?s=3e99f7111516d18e814cf4672ca96001cf43680a,39.0,311856001.0,milscloset13,https://www.vinted.com/member/311856001-milscloset13,https://images1.vinted.net/t/05_026ac_uqdL63oWH443JUnENxow5nP8/f800/1764000071.webp?s=2a4239e5d3a4930dd70a2481f032ce6147e992f0,No,No,12/5/2025,1764916417000.0
Tanktop,7722262368.0,Brandy Melville Tank,15.0,16.45,1.45,USD,other,One size,Good,https://www.vinted.com/items/7722262368-brandy-melville-tank,https://images1.vinted.net/t/01_01ea7_eaPsSA87QfFgW7Myj2w5mxdd/f800/1765151334.webp?s=c9ce5a5d3784626a462a18222eb0b76553657fe6,18.0,246818940.0,hightidethrift,https://www.vinted.com/member/246818940-hightidethrift,https://images1.vinted.net/t/01_02359_LeyUwbm8E2Htu9JFUZaKScHh/f800/1762480897.webp?s=933c8d14657c1598856fab77bbc90b6d3d3e5034,No,No,12/8/2025,1765151334000.0
Tanktop,7695688011.0,"Women’s Gray Oversize Top, XL",5.0,5.95,0.95,USD,NO LABEL,XL / US 16-18,Very good,https://www.vinted.com/items/7695688011-womens-gray-oversize-top-xl,https://images1.vinted.net/t/02_01bc1_CYTECzufGQ9F6h8jrcxwYrqi/f800/1764813562.webp?s=eb73b98c92ceb343af9581d7667abb36ad9d25d5,7.0,311515445.0,pamv12,https://www.vinted.com/member/311515445-pamv12,https://images1.vinted.net/t/05_00a98_fKiXwQYhN81DHJLjZEJJkfQC/f800/1764609835.webp?s=012dd3745459c91b318dd2039c3e4575801152bf,No,No,12/4/2025,1764813562000.0
Tanktop,7688347335.0,Women’s Black Top,6.5,7.53,1.03,USD,Not Available,Other,Very good,https://www.vinted.com/items/7688347335-womens-black-top,https://images1.vinted.net/t/06_01684_C1QZpQQMxVBLrczpSS2o1enJ/f800/1764709327.webp?s=a664a991190666e846078ded32961aa6946b3294,10.0,315355607.0,laraoos,https://www.vinted.com/member/315355607-laraoos,https://images1.vinted.net/t/06_00713_3HWkMhgdF1qvMtNRbkgnJKnB/f800/1764700855.webp?s=68a75b7d5c20b1f6af70cccd3e7d19f676b2f329,No,No,12/2/2025,1764709327000.0
Tanktop,7722389514.0,Lace red top,15.0,16.45,1.45,USD,edikted,S / US 4-6,New without tags,https://www.vinted.com/items/7722389514-lace-red-top,https://images1.vinted.net/t/05_01bd5_tdHbEUrbbJ6PzWojU5UxfP9c/f800/1765162595.webp?s=4c60b6ab89dea3dd60fbf77a5ef2cc88ab6d3144,102.0,313966064.0,saanvisri17,https://www.vinted.com/member/313966064-saanvisri17,https://images1.vinted.net/t/06_021e2_kkfNvWvX672XWVah1XQLiJXs/f800/1764099015.webp?s=beaded49853854572b3ed139e1cd98c0a7dc2590,No,No,12/8/2025,1765162595000.0
Tanktop,7693115974.0,Top SHEIN azul brillo,3.0,3.85,0.85,USD,Shein,S / US 4-6,New without tags,https://www.vinted.com/items/7693115974-top-shein-azul-brillo,https://images1.vinted.net/t/01_000f6_2NogneqGHNmey2Z7VeFCbQ3F/f800/1764780485.webp?s=3255c2a73339e6c23fd6bfb33b6c596f42da00e5,6.0,310939471.0,clauruizzroda,https://www.vinted.com/member/310939471-clauruizzroda,https://images1.vinted.net/t/04_0092b_rHok36SChPN5LT3ksNT5t6JD/f800/1762871161.webp?s=caaa83c8522c3d5b7b5bd0666bc74a3c9934e321,No,No,12/3/2025,1764780485000.0
Tanktop,7741675672.0,Black tank top,5.0,5.95,0.95,USD,Pimkie,M / US 8-10,Very good,https://www.vinted.com/items/7741675672-black-tank-top,https://images1.vinted.net/t/01_01ada_7zJz3S2XB8hfYUpyMdUoDC44/f800/1765413541.webp?s=d3269ff07987917831838e354ae68cc868ebf2ef,2.0,3123581230.0,heather.schaefer15,https://www.vinted.com/member/3123581230-heatherschaefer15,Not Available,No,No,12/11/2025,1765413541000.0
Tanktop,7687548636.0,Women’s Navy and Blue crop top,11.5,12.78,1.28,USD,mixology,One size,Very good,https://www.vinted.com/items/7687548636-womens-navy-and-blue-crop-top,https://images1.vinted.net/t/01_0258b_kdhPkvg6GDkY2WkXSNJGJ7nD/f800/1764702840.webp?s=63b0d0b9c36c774aa1a4eb72706383d7eb724a56,13.0,315355607.0,laraoos,https://www.vinted.com/member/315355607-laraoos,https://images1.vinted.net/t/06_00713_3HWkMhgdF1qvMtNRbkgnJKnB/f800/1764700855.webp?s=68a75b7d5c20b1f6af70cccd3e7d19f676b2f329,No,No,12/2/2025,1764702840000.0
Tanktop,7705578733.0,Green flowy lingerie top,14.5,15.93,1.43,USD,Urban Outfitters,XS / US 2,New without tags,https://www.vinted.com/items/7705578733-green-flowy-lingerie-top,https://images1.vinted.net/t/06_001ac_SB141wRoee3fAjDfkHeuYj48/f800/1764955265.webp?s=3368f2810f4889b3fd704999cc4b60efeb645180,27.0,313966064.0,saanvisri17,https://www.vinted.com/member/313966064-saanvisri17,https://images1.vinted.net/t/06_021e2_kkfNvWvX672XWVah1XQLiJXs/f800/1764099015.webp?s=beaded49853854572b3ed139e1cd98c0a7dc2590,No,No,12/5/2025,1764955265000.0
Tanktop,7694014701.0,White button up Tank,3.0,3.85,0.85,USD,A New Day,S / US 4-6,Very good,https://www.vinted.com/items/7694014701-white-button-up-tank,https://images1.vinted.net/t/06_00745_6EfHKpmchcpybeovHdwUeqrd/f800/1764787471.webp?s=f42dcb0fa4604909c285f4d75beacd007103ad86,5.0,312463172.0,alyssashap,https://www.vinted.com/member/312463172-alyssashap,https://images1.vinted.net/t/06_01d40_mtA55vVNvKdGSJtRCG3H2w19/f800/1763494995.webp?s=fc2992c485386424ba9da240481df5053ae59105,No,No,12/3/2025,1764787471000.0
Tanktop,7721618502.0,Ribbed White Tank (Faux Buttons),5.0,5.95,0.95,USD,Caution To The Wind,M / US 8-10,Very good,https://www.vinted.com/items/7721618502-ribbed-white-tank-faux-buttons,https://images1.vinted.net/t/05_0080c_1F1ccpAbZfefVRX9d1CBxHuH/f800/1765140990.webp?s=4664c0b1eb92346bccd6fe4242e8ef9df03d4e6c,6.0,310851447.0,calla417,https://www.vinted.com/member/310851447-calla417,https://images1.vinted.net/t/05_0046a_sf9BApTFadWyYoeemGrrivFM/f800/1762838104.webp?s=4ff6946b6126a48bf65b05063407699c42e19ac2,No,No,12/7/2025,1765140990000.0
Tanktop,7727844504.0,Y2k Velvet Textured Cami,20.0,21.7,1.7,USD,NO LABEL,M / US 8-10,Very good,https://www.vinted.com/items/7727844504-y2k-velvet-textured-cami,https://images1.vinted.net/t/05_011aa_zLhCCBwY5xaJXB6wKjDTy9ng/f800/1765223281.webp?s=f68e1a053193554cc0f0d9af128bc38ae241a43c,30.0,315983712.0,j_a_w_hite,https://www.vinted.com/member/315983712-jawhite,Not Available,No,No,12/8/2025,1765223281000.0
